flight_risk_score_key,employee_id,snapshot_date,dept_code,band,employment_status,salary_gap_to_p50_pct,kpi_score,pay_freeze_months,tenure_months,months_since_last_move,seniority_risk_window_flag,risk_component_salary,risk_component_kpi,risk_component_promo,risk_component_freeze,risk_component_seniority,weight_salary_used,weight_kpi_used,weight_promo_used,weight_freeze_used,weight_seniority_used,missing_features,warning_letter_count_12m,is_excluded_from_risk_list,exclusion_reason,flight_risk_score,flight_risk_band,reason_salary,reason_kpi,reason_promo,reason_freeze,reason_seniority
40573,E001035,2023-07-01,01CN000044,Band 4,Active,0.0297,67.2,0,2,2,False,0.0,0.0467,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,4.17,Low,Lương bằng/cao hơn P50 thị trường (+3.0%),Điểm KPI 67.2/100,Đổi vai gần đây (2 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 2 tháng)
40574,E001035,2023-08-01,01CN000044,Band 4,Active,0.0297,73.5,0,3,3,False,0.0,0.0,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,3.0,Low,Lương bằng/cao hơn P50 thị trường (+3.0%),Điểm KPI 73.5/100,Đổi vai gần đây (3 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 3 tháng)
40575,E001035,2023-09-01,01CN000044,Band 4,Active,0.0297,71.4,0,4,4,False,0.0,0.0,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,3.0,Low,Lương bằng/cao hơn P50 thị trường (+3.0%),Điểm KPI 71.4/100,Đổi vai gần đây (4 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 4 tháng)
40576,E001035,2023-10-01,01CN000044,Band 4,Active,0.0297,60.3,0,5,5,False,0.0,0.1617,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,7.04,Low,Lương bằng/cao hơn P50 thị trường (+3.0%),Điểm KPI 60.3/100,Đổi vai gần đây (5 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 5 tháng)
40577,E001035,2023-11-01,01CN000044,Band 4,Active,0.0297,76.2,0,6,6,False,0.0,0.0,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,3.0,Low,Lương bằng/cao hơn P50 thị trường (+3.0%),Điểm KPI 76.2/100,Đổi vai gần đây (6 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 6 tháng)
40578,E001035,2023-12-01,01CN000044,Band 4,Active,0.0297,71.2,0,7,7,False,0.0,0.0,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,3.0,Low,Lương bằng/cao hơn P50 thị trường (+3.0%),Điểm KPI 71.2/100,Đổi vai gần đây (7 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 7 tháng)
40579,E001035,2024-01-01,01CN000044,Band 4,Active,-0.0376,79.5,0,8,8,False,0.0627,0.0,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,4.25,Low,Lương thấp hơn P50 thị trường 3.8%,Điểm KPI 79.5/100,Đổi vai gần đây (8 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 8 tháng)
40580,E001035,2024-02-01,01CN000044,Band 4,Active,-0.0376,79.8,0,9,9,False,0.0627,0.0,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,4.25,Low,Lương thấp hơn P50 thị trường 3.8%,Điểm KPI 79.8/100,Đổi vai gần đây (9 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 9 tháng)
40581,E001035,2024-03-01,01CN000044,Band 4,Active,-0.0376,75.1,0,10,10,False,0.0627,0.0,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,4.25,Low,Lương thấp hơn P50 thị trường 3.8%,Điểm KPI 75.1/100,Đổi vai gần đây (10 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 10 tháng)
40582,E001035,2024-04-01,01CN000044,Band 4,Active,-0.0376,81.1,0,11,11,True,0.0627,0.0,0.0,0.0,1.0,0.2,0.25,0.25,0.2,0.1,,0,False,,11.25,Low,Lương thấp hơn P50 thị trường 3.8%,Điểm KPI 81.1/100,Đổi vai gần đây (11 tháng trước),Không bị đóng băng lương,"Đang trong cửa sổ rủi ro thâm niên (12M_ANNIVERSARY, 11 tháng)"
40583,E001035,2024-05-01,01CN000044,Band 4,Active,0.0056,80.3,0,12,12,True,0.0,0.0,0.0,0.0,1.0,0.2,0.25,0.25,0.2,0.1,,0,False,,10.0,Low,Lương bằng/cao hơn P50 thị trường (+0.6%),Điểm KPI 80.3/100,Đổi vai gần đây (12 tháng trước),Không bị đóng băng lương,"Đang trong cửa sổ rủi ro thâm niên (12M_ANNIVERSARY, 12 tháng)"
40584,E001035,2024-06-01,01CN000044,Band 4,Active,0.0056,79.9,0,13,13,True,0.0,0.0,0.0,0.0,1.0,0.2,0.25,0.25,0.2,0.1,,0,False,,10.0,Low,Lương bằng/cao hơn P50 thị trường (+0.6%),Điểm KPI 79.9/100,Đổi vai gần đây (13 tháng trước),Không bị đóng băng lương,"Đang trong cửa sổ rủi ro thâm niên (12M_ANNIVERSARY, 13 tháng)"
40585,E001035,2024-07-01,01CN000044,Band 4,Active,0.0056,72.3,0,14,14,False,0.0,0.0,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,3.0,Low,Lương bằng/cao hơn P50 thị trường (+0.6%),Điểm KPI 72.3/100,Đổi vai gần đây (14 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 14 tháng)
40586,E001035,2024-08-01,01CN000044,Band 4,Active,0.0056,73.2,0,15,15,False,0.0,0.0,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,3.0,Low,Lương bằng/cao hơn P50 thị trường (+0.6%),Điểm KPI 73.2/100,Đổi vai gần đây (15 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 15 tháng)
40587,E001035,2024-09-01,01CN000044,Band 4,Active,0.0056,74.2,0,16,16,False,0.0,0.0,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,3.0,Low,Lương bằng/cao hơn P50 thị trường (+0.6%),Điểm KPI 74.2/100,Đổi vai gần đây (16 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 16 tháng)
40588,E001035,2024-10-01,01CN000044,Band 4,Active,0.0056,70.6,0,17,17,True,0.0,0.0,0.0,0.0,1.0,0.2,0.25,0.25,0.2,0.1,,0,False,,10.0,Low,Lương bằng/cao hơn P50 thị trường (+0.6%),Điểm KPI 70.6/100,Đổi vai gần đây (17 tháng trước),Không bị đóng băng lương,"Đang trong cửa sổ rủi ro thâm niên (18M_ANNIVERSARY, 17 tháng)"
40589,E001035,2024-11-01,01CN000044,Band 4,Active,0.0056,57.6,0,18,18,True,0.0,0.2067,0.0,0.0,1.0,0.2,0.25,0.25,0.2,0.1,,0,False,,15.17,Low,Lương bằng/cao hơn P50 thị trường (+0.6%),Điểm KPI 57.6/100,Đổi vai gần đây (18 tháng trước),Không bị đóng băng lương,"Đang trong cửa sổ rủi ro thâm niên (18M_ANNIVERSARY, 18 tháng)"
40590,E001035,2024-12-01,01CN000044,Band 4,Active,0.0056,70.6,0,19,19,True,0.0,0.0,0.0,0.0,1.0,0.2,0.25,0.25,0.2,0.1,,0,False,,10.0,Low,Lương bằng/cao hơn P50 thị trường (+0.6%),Điểm KPI 70.6/100,Đổi vai gần đây (19 tháng trước),Không bị đóng băng lương,"Đang trong cửa sổ rủi ro thâm niên (18M_ANNIVERSARY, 19 tháng)"
40591,E001035,2025-01-01,01CN000044,Band 4,Active,-0.0602,76.9,0,20,20,False,0.1003,0.0,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,5.01,Low,Lương thấp hơn P50 thị trường 6.0%,Điểm KPI 76.9/100,Đổi vai gần đây (20 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 20 tháng)
40592,E001035,2025-02-01,01CN000044,Band 4,Active,-0.0602,71.5,0,21,21,False,0.1003,0.0,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,5.01,Low,Lương thấp hơn P50 thị trường 6.0%,Điểm KPI 71.5/100,Đổi vai gần đây (21 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 21 tháng)
40593,E001035,2025-03-01,01CN000044,Band 4,Active,-0.0602,73.6,0,22,22,False,0.1003,0.0,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,5.01,Low,Lương thấp hơn P50 thị trường 6.0%,Điểm KPI 73.6/100,Đổi vai gần đây (22 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 22 tháng)
40594,E001035,2025-04-01,01CN000044,Band 4,Active,-0.0602,70.8,0,23,23,False,0.1003,0.0,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,5.01,Low,Lương thấp hơn P50 thị trường 6.0%,Điểm KPI 70.8/100,Đổi vai gần đây (23 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 23 tháng)
40595,E001035,2025-05-01,01CN000044,Band 4,Active,-0.0455,69.1,0,24,24,False,0.0758,0.015,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,4.89,Low,Lương thấp hơn P50 thị trường 4.5%,Điểm KPI 69.1/100,Đổi vai gần đây (24 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 24 tháng)
40596,E001035,2025-06-01,01CN000044,Band 4,Terminated,-0.0455,68.8,0,25,25,False,0.0758,0.02,0.0278,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,5.71,Low,Lương thấp hơn P50 thị trường 4.5%,Điểm KPI 68.8/100,Lần đổi vai gần nhất cách đây 25 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 25 tháng)
40597,E001036,2023-05-01,01CN000012,Band 4,Active,-0.1566,89.3,0,0,0,False,0.261,0.0,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,8.22,Low,Lương thấp hơn P50 thị trường 15.7%,Điểm KPI 89.3/100,Đổi vai gần đây (0 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 0 tháng)
40598,E001036,2023-06-01,01CN000012,Band 4,Active,-0.1566,91.9,0,1,1,False,0.261,0.0,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,8.22,Low,Lương thấp hơn P50 thị trường 15.7%,Điểm KPI 91.9/100,Đổi vai gần đây (1 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 1 tháng)
40599,E001036,2023-07-01,01CN000012,Band 4,Active,-0.1566,95.0,0,2,2,False,0.261,0.0,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,8.22,Low,Lương thấp hơn P50 thị trường 15.7%,Điểm KPI 95.0/100,Đổi vai gần đây (2 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 2 tháng)
40600,E001036,2023-08-01,01CN000012,Band 4,Active,-0.1566,96.2,0,3,3,False,0.261,0.0,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,8.22,Low,Lương thấp hơn P50 thị trường 15.7%,Điểm KPI 96.2/100,Đổi vai gần đây (3 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 3 tháng)
40601,E001036,2023-09-01,01CN000012,Band 4,Active,-0.1566,96.0,0,4,4,False,0.261,0.0,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,8.22,Low,Lương thấp hơn P50 thị trường 15.7%,Điểm KPI 96.0/100,Đổi vai gần đây (4 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 4 tháng)
40602,E001036,2023-10-01,01CN000012,Band 4,Active,-0.1566,84.7,0,5,5,False,0.261,0.0,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,8.22,Low,Lương thấp hơn P50 thị trường 15.7%,Điểm KPI 84.7/100,Đổi vai gần đây (5 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 5 tháng)
40603,E001036,2023-11-01,01CN000012,Band 4,Active,-0.1566,78.0,0,6,6,False,0.261,0.0,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,8.22,Low,Lương thấp hơn P50 thị trường 15.7%,Điểm KPI 78.0/100,Đổi vai gần đây (6 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 6 tháng)
40604,E001036,2023-12-01,01CN000012,Band 4,Active,-0.1566,95.7,0,7,7,False,0.261,0.0,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,8.22,Low,Lương thấp hơn P50 thị trường 15.7%,Điểm KPI 95.7/100,Đổi vai gần đây (7 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 7 tháng)
40605,E001036,2024-01-01,01CN000012,Band 4,Active,-0.2117,89.8,0,8,8,False,0.3528,0.0,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,10.06,Low,Lương thấp hơn P50 thị trường 21.2%,Điểm KPI 89.8/100,Đổi vai gần đây (8 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 8 tháng)
40606,E001036,2024-02-01,01CN000012,Band 4,Active,-0.2117,89.3,0,9,9,False,0.3528,0.0,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,10.06,Low,Lương thấp hơn P50 thị trường 21.2%,Điểm KPI 89.3/100,Đổi vai gần đây (9 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 9 tháng)
40607,E001036,2024-03-01,01CN000012,Band 4,Active,-0.2117,100.0,0,10,10,False,0.3528,0.0,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,10.06,Low,Lương thấp hơn P50 thị trường 21.2%,Điểm KPI 100.0/100,Đổi vai gần đây (10 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 10 tháng)
40608,E001036,2024-04-01,01CN000012,Band 4,Active,-0.2117,99.2,0,11,11,True,0.3528,0.0,0.0,0.0,1.0,0.2,0.25,0.25,0.2,0.1,,0,False,,17.06,Low,Lương thấp hơn P50 thị trường 21.2%,Điểm KPI 99.2/100,Đổi vai gần đây (11 tháng trước),Không bị đóng băng lương,"Đang trong cửa sổ rủi ro thâm niên (12M_ANNIVERSARY, 11 tháng)"
40609,E001036,2024-05-01,01CN000012,Band 4,Active,-0.2001,88.1,0,12,12,True,0.3335,0.0,0.0,0.0,1.0,0.2,0.25,0.25,0.2,0.1,,0,False,,16.67,Low,Lương thấp hơn P50 thị trường 20.0%,Điểm KPI 88.1/100,Đổi vai gần đây (12 tháng trước),Không bị đóng băng lương,"Đang trong cửa sổ rủi ro thâm niên (12M_ANNIVERSARY, 12 tháng)"
40610,E001036,2024-06-01,01CN000012,Band 4,Active,-0.2001,74.1,0,13,13,True,0.3335,0.0,0.0,0.0,1.0,0.2,0.25,0.25,0.2,0.1,,0,False,,16.67,Low,Lương thấp hơn P50 thị trường 20.0%,Điểm KPI 74.1/100,Đổi vai gần đây (13 tháng trước),Không bị đóng băng lương,"Đang trong cửa sổ rủi ro thâm niên (12M_ANNIVERSARY, 13 tháng)"
40611,E001036,2024-07-01,01CN000012,Band 4,Active,-0.2001,87.0,0,14,14,False,0.3335,0.0,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,9.67,Low,Lương thấp hơn P50 thị trường 20.0%,Điểm KPI 87.0/100,Đổi vai gần đây (14 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 14 tháng)
40612,E001036,2024-08-01,01CN000012,Band 4,Active,-0.2001,74.6,0,15,15,False,0.3335,0.0,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,9.67,Low,Lương thấp hơn P50 thị trường 20.0%,Điểm KPI 74.6/100,Đổi vai gần đây (15 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 15 tháng)
40613,E001036,2024-09-01,01CN000012,Band 4,Active,-0.2001,86.3,0,16,16,False,0.3335,0.0,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,9.67,Low,Lương thấp hơn P50 thị trường 20.0%,Điểm KPI 86.3/100,Đổi vai gần đây (16 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 16 tháng)
40614,E001036,2024-10-01,01CN000012,Band 4,Active,-0.2001,86.6,0,17,17,True,0.3335,0.0,0.0,0.0,1.0,0.2,0.25,0.25,0.2,0.1,,0,False,,16.67,Low,Lương thấp hơn P50 thị trường 20.0%,Điểm KPI 86.6/100,Đổi vai gần đây (17 tháng trước),Không bị đóng băng lương,"Đang trong cửa sổ rủi ro thâm niên (18M_ANNIVERSARY, 17 tháng)"
40615,E001036,2024-11-01,01CN000012,Band 4,Active,-0.2001,91.3,0,18,18,True,0.3335,0.0,0.0,0.0,1.0,0.2,0.25,0.25,0.2,0.1,,0,False,,16.67,Low,Lương thấp hơn P50 thị trường 20.0%,Điểm KPI 91.3/100,Đổi vai gần đây (18 tháng trước),Không bị đóng băng lương,"Đang trong cửa sổ rủi ro thâm niên (18M_ANNIVERSARY, 18 tháng)"
40616,E001036,2024-12-01,01CN000012,Band 4,Active,-0.2001,80.5,0,19,19,True,0.3335,0.0,0.0,0.0,1.0,0.2,0.25,0.25,0.2,0.1,,0,False,,16.67,Low,Lương thấp hơn P50 thị trường 20.0%,Điểm KPI 80.5/100,Đổi vai gần đây (19 tháng trước),Không bị đóng băng lương,"Đang trong cửa sổ rủi ro thâm niên (18M_ANNIVERSARY, 19 tháng)"
40617,E001036,2025-01-01,01CN000012,Band 4,Active,-0.2524,83.3,0,20,20,False,0.4207,0.0,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,11.41,Low,Lương thấp hơn P50 thị trường 25.2%,Điểm KPI 83.3/100,Đổi vai gần đây (20 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 20 tháng)
40618,E001036,2025-02-01,01CN000012,Band 4,Active,-0.2524,96.9,0,21,21,False,0.4207,0.0,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,11.41,Low,Lương thấp hơn P50 thị trường 25.2%,Điểm KPI 96.9/100,Đổi vai gần đây (21 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 21 tháng)
40619,E001036,2025-03-01,01CN000012,Band 4,Active,-0.2524,90.5,0,22,22,False,0.4207,0.0,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,11.41,Low,Lương thấp hơn P50 thị trường 25.2%,Điểm KPI 90.5/100,Đổi vai gần đây (22 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 22 tháng)
40620,E001036,2025-04-01,01CN000012,Band 4,Active,-0.2524,78.5,0,23,23,False,0.4207,0.0,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,11.41,Low,Lương thấp hơn P50 thị trường 25.2%,Điểm KPI 78.5/100,Đổi vai gần đây (23 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 23 tháng)
40621,E001036,2025-05-01,01CN000012,Band 4,Active,-0.2092,92.1,0,24,24,False,0.3487,0.0,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,1,False,,9.97,Low,Lương thấp hơn P50 thị trường 20.9%,Điểm KPI 92.1/100,Đổi vai gần đây (24 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 24 tháng)
40622,E001036,2025-06-01,01CN000012,Band 4,Active,-0.2092,92.9,0,25,25,False,0.3487,0.0,0.0278,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,1,False,,10.67,Low,Lương thấp hơn P50 thị trường 20.9%,Điểm KPI 92.9/100,Lần đổi vai gần nhất cách đây 25 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 25 tháng)
40623,E001036,2025-07-01,01CN000012,Band 4,Active,-0.2092,91.1,0,26,26,False,0.3487,0.0,0.0556,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,1,False,,11.36,Low,Lương thấp hơn P50 thị trường 20.9%,Điểm KPI 91.1/100,Lần đổi vai gần nhất cách đây 26 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 26 tháng)
40624,E001036,2025-08-01,01CN000012,Band 4,Active,-0.2092,77.9,0,27,27,False,0.3487,0.0,0.0833,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,1,False,,12.06,Low,Lương thấp hơn P50 thị trường 20.9%,Điểm KPI 77.9/100,Lần đổi vai gần nhất cách đây 27 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 27 tháng)
40625,E001036,2025-09-01,01CN000012,Band 4,Active,-0.2092,81.1,0,28,28,False,0.3487,0.0,0.1111,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,1,False,,12.75,Low,Lương thấp hơn P50 thị trường 20.9%,Điểm KPI 81.1/100,Lần đổi vai gần nhất cách đây 28 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 28 tháng)
40626,E001036,2025-10-01,01CN000012,Band 4,Active,-0.2092,81.0,0,29,29,False,0.3487,0.0,0.1389,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,1,False,,13.45,Low,Lương thấp hơn P50 thị trường 20.9%,Điểm KPI 81.0/100,Lần đổi vai gần nhất cách đây 29 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 29 tháng)
40627,E001036,2025-11-01,01CN000012,Band 4,Active,-0.2092,83.8,0,30,30,False,0.3487,0.0,0.1667,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,1,False,,14.14,Low,Lương thấp hơn P50 thị trường 20.9%,Điểm KPI 83.8/100,Lần đổi vai gần nhất cách đây 30 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 30 tháng)
40628,E001036,2025-12-01,01CN000012,Band 4,Active,-0.2092,86.4,0,31,31,False,0.3487,0.0,0.1944,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,1,False,,14.83,Low,Lương thấp hơn P50 thị trường 20.9%,Điểm KPI 86.4/100,Lần đổi vai gần nhất cách đây 31 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 31 tháng)
40629,E001037,2023-05-01,01CN000023,Band 3,Active,0.025,64.1,0,0,0,False,0.0,0.0983,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,5.46,Low,Lương bằng/cao hơn P50 thị trường (+2.5%),Điểm KPI 64.1/100,Đổi vai gần đây (0 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 0 tháng)
40630,E001037,2023-06-01,01CN000023,Band 3,Active,0.025,66.5,0,1,1,False,0.0,0.0583,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,4.46,Low,Lương bằng/cao hơn P50 thị trường (+2.5%),Điểm KPI 66.5/100,Đổi vai gần đây (1 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 1 tháng)
40631,E001037,2023-07-01,01CN000023,Band 3,Active,0.025,60.6,0,2,2,False,0.0,0.1567,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,6.92,Low,Lương bằng/cao hơn P50 thị trường (+2.5%),Điểm KPI 60.6/100,Đổi vai gần đây (2 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 2 tháng)
40632,E001037,2023-08-01,01CN000023,Band 3,Active,0.025,59.3,0,3,3,False,0.0,0.1783,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,7.46,Low,Lương bằng/cao hơn P50 thị trường (+2.5%),Điểm KPI 59.3/100,Đổi vai gần đây (3 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 3 tháng)
40633,E001037,2023-09-01,01CN000023,Band 3,Terminated,0.025,60.2,0,4,4,False,0.0,0.1633,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,7.08,Low,Lương bằng/cao hơn P50 thị trường (+2.5%),Điểm KPI 60.2/100,Đổi vai gần đây (4 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 4 tháng)
40634,E001038,2023-05-01,01CN000040,Band 2,Active,-0.0127,44.6,0,0,0,False,0.0212,0.4233,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,14.01,Low,Lương thấp hơn P50 thị trường 1.3%,Điểm KPI 44.6/100,Đổi vai gần đây (0 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 0 tháng)
40635,E001038,2023-06-01,01CN000040,Band 2,Active,-0.0127,46.2,0,1,1,False,0.0212,0.3967,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,13.34,Low,Lương thấp hơn P50 thị trường 1.3%,Điểm KPI 46.2/100,Đổi vai gần đây (1 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 1 tháng)
40636,E001038,2023-07-01,01CN000040,Band 2,Active,-0.0127,44.7,0,2,2,False,0.0212,0.4217,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,13.96,Low,Lương thấp hơn P50 thị trường 1.3%,Điểm KPI 44.7/100,Đổi vai gần đây (2 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 2 tháng)
40637,E001038,2023-08-01,01CN000040,Band 2,Active,-0.0127,37.4,0,3,3,False,0.0212,0.5433,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,17.01,Low,Lương thấp hơn P50 thị trường 1.3%,Điểm KPI 37.4/100,Đổi vai gần đây (3 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 3 tháng)
40638,E001038,2023-09-01,01CN000040,Band 2,Active,-0.0127,35.3,0,4,4,False,0.0212,0.5783,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,17.88,Low,Lương thấp hơn P50 thị trường 1.3%,Điểm KPI 35.3/100,Đổi vai gần đây (4 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 4 tháng)
