position_code,position_name,job_code,dept_code,reports_to_position_code,band,role_type,location_code,is_manager,status,job_group_code
1CN00446,Giám đốc Quan hệ Khách hàng Doanh nghiệp Thiên hướng Phi tín dụng Cấp 2 Đà Nẵng,M00107,01CN000023,1CN00959,Band 4,,DAN01,0,I,RM
1CN01003,Giám đốc Quan hệ Khách hàng Doanh nghiệp Thiên hướng Phi tín dụng Cấp 1 Đà Nẵng,M00108,01CN000023,1CN00959,Band 4,,DAN01,0,I,RM
1CN00698,Chuyên viên chính Quan hệ Khách hàng Doanh nghiệp Thiên hướng Phi tín dụng Đà Nẵng,M00109,01CN000023,1CN00959,Band 3,,DAN01,0,I,RM
1CN00149,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Thiên hướng Phi tín dụng Đà Nẵng,M00110,01CN000023,1CN00959,Band 2,,DAN01,0,I,RM
1CN00332,Giám đốc Quan hệ Khách hàng Doanh nghiệp Thiên hướng Phi tín dụng Cấp 2 Khánh Hòa,M00107,01CN000038,1CN00244,Band 4,,KHO01,0,I,RM
1CN00453,Giám đốc Quan hệ Khách hàng Doanh nghiệp Thiên hướng Phi tín dụng Cấp 1 Khánh Hòa,M00108,01CN000038,1CN00244,Band 4,,KHO01,0,I,RM
1CN00463,Chuyên viên chính Quan hệ Khách hàng Doanh nghiệp Thiên hướng Phi tín dụng Khánh Hòa,M00109,01CN000038,1CN00244,Band 3,,KHO01,0,I,RM
1CN00138,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Thiên hướng Phi tín dụng Khánh Hòa,M00110,01CN000038,1CN00244,Band 2,,KHO01,0,I,RM
1CN00370,Giám đốc Quan hệ Khách hàng Doanh nghiệp Thiên hướng Phi tín dụng Cấp 2 Nam Thăng Long (Times City),M00107,01CN000080,1CN01378,Band 4,,HNO02,0,I,RM
1CN01375,Giám đốc Quan hệ Khách hàng Doanh nghiệp Thiên hướng Phi tín dụng Cấp 1 Nam Thăng Long (Times City),M00108,01CN000080,1CN01378,Band 4,,HNO02,0,I,RM
1CN00628,Chuyên viên chính Quan hệ Khách hàng Doanh nghiệp Thiên hướng Phi tín dụng Nam Thăng Long (Times City),M00109,01CN000080,1CN01378,Band 3,,HNO02,0,I,RM
1CN00053,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Thiên hướng Phi tín dụng Nam Thăng Long (Times City),M00110,01CN000080,1CN01378,Band 2,,HNO02,0,I,RM
1CN00458,Giám đốc Quan hệ Khách hàng Doanh nghiệp Thiên hướng Phi tín dụng Cấp 2 Trần Hưng Đạo,M00107,01CN000074,1CN01251,Band 4,,HCM40,0,I,RM
1CN00166,Giám đốc Quan hệ Khách hàng Doanh nghiệp Thiên hướng Phi tín dụng Cấp 1 Trần Hưng Đạo,M00108,01CN000074,1CN01251,Band 4,,HCM40,0,I,RM
1CN01213,Chuyên viên chính Quan hệ Khách hàng Doanh nghiệp Thiên hướng Phi tín dụng Trần Hưng Đạo,M00109,01CN000074,1CN01251,Band 3,,HCM40,0,I,RM
1CN00133,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Thiên hướng Phi tín dụng Trần Hưng Đạo,M00110,01CN000074,1CN01251,Band 2,,HCM40,0,I,RM
1CN01151,Giám đốc Quan hệ Khách hàng Doanh nghiệp Thiên hướng Phi tín dụng Cấp 2 Tân Thuận,M00107,01CN000040,1CN00769,Band 4,,HCM34,1,I,RM
1CN00750,Giám đốc Quan hệ Khách hàng Doanh nghiệp Thiên hướng Phi tín dụng Cấp 1 Tân Thuận,M00108,01CN000040,1CN00769,Band 4,,HCM34,0,I,RM
1CN01040,Chuyên viên chính Quan hệ Khách hàng Doanh nghiệp Thiên hướng Phi tín dụng Tân Thuận,M00109,01CN000040,1CN00769,Band 3,,HCM34,0,I,RM
1CN01294,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Thiên hướng Phi tín dụng Tân Thuận,M00110,01CN000040,1CN00769,Band 2,,HCM34,0,I,RM
1CN01190,Giám đốc Quan hệ Khách hàng Doanh nghiệp Thiên hướng Phi tín dụng Cấp 2 Sở Giao dịch,M00107,01CN000033,1CN01062,Band 4,,HNO01,0,I,RM
1CN00637,Giám đốc Quan hệ Khách hàng Doanh nghiệp Thiên hướng Phi tín dụng Cấp 1 Sở Giao dịch,M00108,01CN000033,1CN01062,Band 4,,HNO01,0,I,RM
1CN00682,Chuyên viên chính Quan hệ Khách hàng Doanh nghiệp Thiên hướng Phi tín dụng Sở Giao dịch,M00109,01CN000033,1CN01062,Band 3,,HNO01,0,I,RM
1CN00899,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Thiên hướng Phi tín dụng Sở Giao dịch,M00110,01CN000033,1CN01062,Band 2,,HNO01,0,I,RM
1CN00917,Giám đốc Quan hệ Khách hàng Doanh nghiệp Thiên hướng Phi tín dụng Cấp 2 Hồ Chí Minh,M00107,01CN000037,1CN00528,Band 4,,HCM01,0,I,RM
1CN00353,Giám đốc Quan hệ Khách hàng Doanh nghiệp Thiên hướng Phi tín dụng Cấp 1 Hồ Chí Minh,M00108,01CN000037,1CN00528,Band 4,,HCM01,0,I,RM
1CN01143,Chuyên viên chính Quan hệ Khách hàng Doanh nghiệp Thiên hướng Phi tín dụng Hồ Chí Minh,M00109,01CN000037,1CN00528,Band 3,,HCM01,0,I,RM
1CN00503,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Thiên hướng Phi tín dụng Hồ Chí Minh,M00110,01CN000037,1CN00528,Band 2,,HCM01,0,I,RM
1CN00249,Giám đốc Quan hệ Khách hàng Doanh nghiệp Thiên hướng Phi tín dụng Cấp 2 Hồng Bàng,M00107,01CN000027,1CN01224,Band 4,,HPH07,0,I,RM
1CN00612,Giám đốc Quan hệ Khách hàng Doanh nghiệp Thiên hướng Phi tín dụng Cấp 1 Hồng Bàng,M00108,01CN000027,1CN01224,Band 4,,HPH07,0,I,RM
1CN00004,Chuyên viên chính Quan hệ Khách hàng Doanh nghiệp Thiên hướng Phi tín dụng Hồng Bàng,M00109,01CN000027,1CN01224,Band 3,,HPH07,0,I,RM
1CN00715,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Thiên hướng Phi tín dụng Hồng Bàng,M00110,01CN000027,1CN01224,Band 2,,HPH07,0,I,RM
1CN00145,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Upper Thanh Xuân,MJ009C,01CN000085,1CN00486,Band 2,,HNO44,0,I,RM
1CN01297,Cộng tác viên Ban Khách hàng Doanh nghiệp Vốn đầu tư nước ngoài Miền Nam 1,AA052C,01CN000057,1CN01288,K,,HCM01,0,I,BO
1CN00753,Giám đốc Quan hệ Khách hàng Doanh nghiệp Vốn đầu tư nước ngoài Cấp 1 Miền Bắc (Sở Giao dịch),MJ017E,01CN000057,1CN00754,Band 4,,HNO01,0,A,RM
1CN00089,Chuyên viên chính Quan hệ khách hàng Doanh nghiệp lớn Ngành Miền Bắc,M00064,01CN000047,1CN00407,Band 3,,HNO01,0,I,RM
1CN00704,Chuyên gia Phân khúc Khách hàng Xây dựng Miền Nam,MJ021E,01CN000056,1CN00676,Band 5,,HSC02,0,I,BO
1CN01227,Cộng tác viên Trung tâm Khách hàng Doanh nghiệp Đống Đa,AA052C,01CN000073,1CN01241,K,,HNO34,0,A,BO
1CN00640,Phó Giám đốc Khách hàng Doanh nghiệp lớn 2 Miền Nam,M00149,01CN000028,1CN00806,Band 6,,HCM01,1,A,BO
1CN00985,Chuyên viên chính Hỗ trợ Quan hệ Khách hàng Doanh nghiệp Quảng Ninh,MK015S,01CN000044,1CN01243,Band 3,,QNI01,0,A,ARM
1CN01013,Giám đốc Kinh doanh Miền Nam,M00159,01CN000025,1CN00279,Band 8,,HSC02,1,A,BO
1CN00128,Giám đốc Quản lý Quan hệ Khách hàng Doanh nghiệp Khánh Hòa,MJ011M,01CN000038,1CN00244,Band 5,,KHO01,1,A,TL
1CN00367,Giám đốc Kinh doanh Phòng Giải pháp Tài chính Doanh nghiệp Cấp 2,MJ111M,01CN000086,1CN00683,Band 7,,HSC01,1,A,BO
1CN00745,Cộng tác viên Trung tâm Khách hàng Doanh nghiệp Sở Giao dịch,AA052C,01CN000033,1CN01062,K,,HNO01,0,A,BO
1CN00604,Phó Giám đốc Trung tâm Khách hàng Doanh nghiệp Đống Đa,BA015M,01CN000073,1CN01241,Band 6,,HNO34,1,A,HH
1CN00694,Chuyên gia Thị trường và Tiềm năng khách hàng,M00164,01CN000039,1CN00864,Band 5,,HSC01,0,A,BO
1CN00685,Chuyên viên cao cấp Thị trường và Tiềm năng khách hàng,M00165,01CN000039,1CN00864,Band 4,,HSC01,0,A,BO
1CN00376,Chuyên viên chính Thị trường và Tiềm năng khách hàng,M00166,01CN000039,1CN00864,Band 3,,HSC01,0,A,BO
1CN00481,Chuyên viên Thị trường và Tiềm năng khách hàng,M00167,01CN000039,1CN00864,Band 2,,HSC01,0,A,BO
1CN01058,Cộng tác viên Trung tâm Khách hàng Doanh nghiệp Cầu Giấy,AA052C,01CN000006,1CN00405,K,,HNO52,0,A,BO
1CN01355,Cộng tác viên Trung tâm Khách hàng Doanh nghiệp Khánh Hòa,AA052C,01CN000038,1CN00244,K,,KHO01,0,A,BO
1CN00132,Cộng tác viên Trung tâm Khách hàng Doanh nghiệp Thanh Xuân,AA052C,01CN000085,1CN00486,K,,HNO44,0,A,BO
1CN00146,Chuyên gia Giải pháp Tín dụng (EB) Vũng Tàu,MH030E,01CN000013,1CN00842,Band 5,,BRV01,0,I,BO
1CN01349,Giám đốc Trung tâm Khách hàng Doanh nghiệp Tây Vũng Tàu,BA013M,01CN000031,1CN00367,Band 6,,BRV04,1,A,HH
1CN00337,Giám đốc Quản lý Quan hệ Khách hàng Doanh nghiệp Tây Vũng Tàu,MJ011M,01CN000031,1CN01349,Band 5,,BRV04,1,A,TL
1CN00691,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 2 Tây Vũng Tàu,MJ010S,01CN000031,1CN01349,Band 4,,BRV04,0,A,BO
1CN00470,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 1 Tây Vũng Tàu,MJ011S,01CN000031,1CN01349,Band 4,,BRV04,0,A,BO
1CN00791,Chuyên viên chính Phát triển Khách hàng Doanh nghiệp Tây Vũng Tàu,MJ028S,01CN000031,1CN01349,Band 3,,BRV04,0,A,BO
1CN01286,Chuyên viên Phát triển Khách hàng Doanh nghiệp Tây Vũng Tàu,MJ008C,01CN000031,1CN01349,Band 2,,BRV04,0,A,BO
1CN00890,Giám đốc Quan hệ Khách hàng Doanh nghiệp Phi tín dụng Cấp 2 Tây Vũng Tàu,M00107,01CN000031,1CN01349,Band 4,,BRV04,1,I,RM
1CN01248,Giám đốc Quan hệ Khách hàng Doanh nghiệp Phi tín dụng Cấp 1 Tây Vũng Tàu,M00108,01CN000031,1CN01349,Band 4,,BRV04,0,I,RM
1CN00877,Chuyên viên chính Quan hệ Khách hàng Doanh nghiệp Phi tín dụng Tây Vũng Tàu,M00109,01CN000031,1CN01349,Band 3,,BRV04,0,I,RM
1CN00272,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Phi tín dụng Tây Vũng Tàu,M00110,01CN000031,1CN01349,Band 2,,BRV04,0,I,RM
1CN01304,Giám đốc Quan hệ Khách hàng Doanh nghiệp Thiên hướng Phi tín dụng Cấp 2 Tây Vũng Tàu,M00107,01CN000031,1CN01349,Band 4,,BRV04,1,I,RM
1CN01089,Giám đốc Quan hệ Khách hàng Doanh nghiệp Thiên hướng Phi tín dụng Cấp 1 Tây Vũng Tàu,M00108,01CN000031,1CN01349,Band 4,,BRV04,0,I,RM
1CN01166,Chuyên viên chính Quan hệ Khách hàng Doanh nghiệp Thiên hướng Phi tín dụng Tây Vũng Tàu,M00109,01CN000031,1CN01349,Band 3,,BRV04,0,I,RM
1CN01180,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Thiên hướng Phi tín dụng Tây Vũng Tàu,M00110,01CN000031,1CN01349,Band 2,,BRV04,0,I,RM
1CN00662,Giám đốc Quan hệ Khách hàng Doanh nghiệp Upper Cấp 2 Tây Vũng Tàu,MJ029S,01CN000031,1CN01349,Band 4,,BRV04,0,A,RM
1CN01200,Giám đốc Quan hệ Khách hàng Doanh nghiệp Upper Cấp 1 Tây Vũng Tàu,MJ043S,01CN000031,1CN01349,Band 4,,BRV04,0,A,RM
1CN00040,Chuyên viên chính Quan hệ Khách hàng Doanh nghiệp Upper Tây Vũng Tàu,MJ044S,01CN000031,1CN01349,Band 3,,BRV04,0,A,RM
1CN01265,Chuyên viên chính Hỗ trợ Quan hệ Khách hàng Doanh nghiệp Tây Vũng Tàu,MK015S,01CN000031,1CN01349,Band 3,,BRV04,0,A,ARM
1CN00586,Chuyên viên hỗ trợ Quan hệ Khách hàng Doanh nghiệp Tây Vũng Tàu,MK061C,01CN000031,1CN01349,Band 2,,BRV04,0,A,ARM
1CN00687,Cộng tác viên Trung tâm Khách hàng Doanh nghiệp Tây Vũng Tàu,AA052C,01CN000031,1CN01349,K,,BRV04,0,A,BO
1CN00545,Cộng tác viên Trung tâm Khách hàng Doanh nghiệp Đà Nẵng,AA052C,01CN000023,1CN00959,K,,DAN01,0,A,BO
1CN00807,Giám đốc Quan hệ Khách hàng Doanh nghiệp Cấp 2 Tây Vũng Tàu,M00107,01CN000031,1CN01349,Band 4,,BRV04,0,A,RM
1CN00836,Giám đốc Quan hệ Khách hàng Doanh nghiệp Cấp 1 Tây Vũng Tàu,M00108,01CN000031,1CN01349,Band 4,,BRV04,0,A,RM
1CN01144,Chuyên viên chính Quan hệ Khách hàng Doanh nghiệp Tây Vũng Tàu,M00109,01CN000031,1CN01349,Band 3,,BRV04,0,A,RM
1CN00701,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Tây Vũng Tàu,M00110,01CN000031,1CN01349,Band 2,,BRV04,0,A,RM
1CN00690,Cộng tác viên Siêu Trung tâm Khách hàng Doanh nghiệp Sở Giao dịch,AA052C,01CN000017,1CN00901,K,,HNO01,0,I,BO
1CN00154,Giám đốc Trung tâm Khách hàng Doanh nghiệp Mỹ Đình,BA013M,01CN000012,1CN01229,Band 6,,HNO59,1,A,HH
1CN00382,Giám đốc Quản lý Quan hệ Khách hàng Doanh nghiệp Mỹ Đình,MJ011M,01CN000012,1CN00154,Band 5,,HNO59,1,A,TL
1CN01070,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 2 Mỹ Đình,MJ010S,01CN000012,1CN00154,Band 4,,HNO59,0,A,BO
1CN00597,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 1 Mỹ Đình,MJ011S,01CN000012,1CN00154,Band 4,,HNO59,0,A,BO
1CN00672,Chuyên viên chính Phát triển Khách hàng Doanh nghiệp Mỹ Đình,MJ028S,01CN000012,1CN00154,Band 3,,HNO59,0,A,BO
1CN01353,Chuyên viên Phát triển Khách hàng Doanh nghiệp Mỹ Đình,MJ008C,01CN000012,1CN00154,Band 2,,HNO59,0,A,BO
1CN00974,Giám đốc Quan hệ Khách hàng Doanh nghiệp Cấp 2 Mỹ Đình,M00107,01CN000012,1CN00154,Band 4,,HNO59,0,A,RM
1CN00354,Giám đốc Quan hệ Khách hàng Doanh nghiệp Cấp 1 Mỹ Đình,M00108,01CN000012,1CN00154,Band 4,,HNO59,0,A,RM
1CN01162,Chuyên viên chính Quan hệ Khách hàng Doanh nghiệp Mỹ Đình,M00109,01CN000012,1CN00154,Band 3,,HNO59,0,A,RM
1CN00172,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Mỹ Đình,M00110,01CN000012,1CN00154,Band 2,,HNO59,0,A,RM
1CN00987,Giám đốc Quan hệ Khách hàng Doanh nghiệp Upper Cấp 2 Mỹ Đình,MJ029S,01CN000012,1CN00154,Band 4,,HNO59,0,A,RM
1CN00177,Giám đốc Quan hệ Khách hàng Doanh nghiệp Upper Cấp 1 Mỹ Đình,MJ043S,01CN000012,1CN00154,Band 4,,HNO59,0,A,RM
1CN00581,Chuyên viên chính Quan hệ Khách hàng Doanh nghiệp Upper Mỹ Đình,MJ044S,01CN000012,1CN00154,Band 3,,HNO59,0,A,RM
1CN00211,Chuyên viên chính Hỗ trợ Quan hệ Khách hàng Doanh nghiệp Mỹ Đình,MK015S,01CN000012,1CN00154,Band 3,,HNO59,0,A,ARM
1CN00759,Chuyên viên Hỗ trợ Quan hệ Khách hàng Doanh nghiệp Mỹ Đình,MK061C,01CN000012,1CN00154,Band 2,,HNO59,0,A,ARM
1CN00434,Quyền Giám đốc Trung tâm Khách hàng Doanh nghiệp Chợ Lớn,BA013M,01CN000002,1CN00488,Band 6,,HCM48,1,A,HH
1CN00778,Giám đốc Quản lý Quan hệ Khách hàng Doanh nghiệp Chợ Lớn,MJ011M,01CN000002,1CN00434,Band 5,,HCM48,1,A,TL
1CN00235,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 2 Chợ Lớn,MJ010S,01CN000002,1CN00434,Band 4,,HCM48,0,A,BO
1CN01015,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 1 Chợ Lớn,MJ011S,01CN000002,1CN00434,Band 4,,HCM48,0,A,BO
1CN01148,Chuyên viên chính Phát triển Khách hàng Doanh nghiệp Chợ Lớn,MJ028S,01CN000002,1CN00434,Band 3,,HCM48,0,A,BO
1CN00071,Chuyên viên Phát triển Khách hàng Doanh nghiệp Chợ Lớn,MJ008C,01CN000002,1CN00434,Band 2,,HCM48,0,A,BO
1CN00664,Giám đốc Quan hệ Khách hàng Doanh nghiệp Cấp 2 Chợ Lớn,M00107,01CN000002,1CN00434,Band 4,,HCM48,0,A,RM
1CN00932,Giám đốc Quan hệ Khách hàng Doanh nghiệp Cấp 1 Chợ Lớn,M00108,01CN000002,1CN00434,Band 4,,HCM48,0,A,RM
1CN00109,Chuyên viên chính Quan hệ Khách hàng Doanh nghiệp Chợ Lớn,M00109,01CN000002,1CN00434,Band 3,,HCM48,0,A,RM
1CN00202,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Chợ Lớn,M00110,01CN000002,1CN00434,Band 2,,HCM48,0,A,RM
1CN00403,Giám đốc Quan hệ Khách hàng Doanh nghiệp Upper Cấp 2 Chợ Lớn,MJ029S,01CN000002,1CN00434,Band 4,,HCM48,0,A,RM
1CN00072,Giám đốc Quan hệ Khách hàng Doanh nghiệp Upper Cấp 1 Chợ Lớn,MJ043S,01CN000002,1CN00434,Band 4,,HCM48,0,A,RM
1CN01071,Chuyên viên chính Quan hệ Khách hàng Doanh nghiệp Upper Chợ Lớn,MJ044S,01CN000002,1CN00434,Band 3,,HCM48,0,A,RM
1CN00402,Chuyên viên chính Hỗ trợ Quan hệ Khách hàng Doanh nghiệp Chợ Lớn,MK015S,01CN000002,1CN00434,Band 3,,HCM48,0,A,ARM
1CN01340,Chuyên viên hỗ trợ Quan hệ Khách hàng Doanh nghiệp Chợ Lớn,MK061C,01CN000002,1CN00434,Band 2,,HCM48,0,A,ARM
1CN00881,Cộng tác viên Trung tâm Khách hàng Doanh nghiệp Thành Công,AA052C,01CN000034,1CN00454,K,,HNO20,0,I,BO
1CN00841,Cộng tác viên Trung tâm Khách hàng Doanh nghiệp Long Biên,AA052C,01CN000001,1CN00764,K,,HNO63,0,A,BO
1CN00484,Cộng tác viên Trung tâm Khách hàng Doanh nghiệp Hà Đông (Văn Quán),AA052C,01CN000024,1CN00800,K,,HNO49,0,A,BO
1CN00379,Cộng tác viên Trung tâm Khách hàng Doanh nghiệp Vũng Tàu,AA052C,01CN000059,1CN00027,K,,BRV01,0,I,BO
1CN01346,Cộng tác viên Trung tâm Khách hàng Doanh nghiệp Tân Bình,AA052C,01CN000069,1CN01114,K,,HCM41,0,A,BO
1CN00914,Cộng tác viên Trung tâm Khách hàng Doanh nghiệp Hồ Chí Minh,AA052C,01CN000037,1CN00528,K,,HCM01,0,A,BO
1CN01334,Cộng tác viên Trung tâm Khách hàng Doanh nghiệp Hải Châu,AA052C,01CN000003,1CN00017,K,,DAN03,0,I,BO
1CN00378,Cộng tác viên Trung tâm Khách hàng Doanh nghiệp Gò Vấp (Nguyễn Oanh),AA052C,01CN000060,1CN01255,K,,HCM32,0,A,BO
1CN00344,Cộng tác viên Trung tâm Khách hàng Doanh nghiệp Đô Thành,AA052C,01CN000061,1CN00277,K,,HCM29,0,A,BO
1CN01301,Cộng tác viên Trung tâm Khách hàng Doanh nghiệp Cộng Hòa,AA052C,01CN000083,1CN00735,K,,HCM12,0,A,BO
1CN00614,Cộng tác viên Trung tâm Khách hàng Doanh nghiệp Cần Thơ,AA052C,01CN000022,1CN00645,K,,CTH01,0,A,BO
1CN00875,Cộng tác viên Trung tâm Khách hàng Doanh nghiệp Bình Dương,AA052C,01CN000079,1CN00295,K,,BDU01,0,A,BO
1CN01068,Giám đốc Quan hệ Khách hàng Doanh nghiệp Vốn đầu tư Nước ngoài Cấp 2 Hồ Chí Minh,MJ016E,01CN000057,1CN00119,Band 5,,HCM01,0,A,RM
1CN01322,"Cộng tác viên Giám sát, Thúc đẩy và Nâng cao năng lực bán Miền Bắc",AA052C,01CN000084,1CN00625,K,,HSC01,0,I,BO
1CN00058,"Cộng tác viên Giám sát, Thúc đẩy và Nâng cao năng lực bán Miền Nam",AA052C,01CN000084,1CN00625,K,,HSC02,0,I,BO
1CN01104,Cộng tác viên Trung tâm Khách hàng Doanh nghiệp Mỹ Đình,AA052C,01CN000012,1CN00154,K,,HNO59,0,A,BO
1CN00303,Quyền Giám đốc Trung tâm Khách hàng Doanh nghiệp Thủ Đức,BA013M,01CN000010,1CN00488,Band 6,,TDU01,1,A,HH
1CN00508,Giám đốc Quản lý Quan hệ Khách hàng Doanh nghiệp Thủ Đức,MJ011M,01CN000010,1CN00303,Band 5,,TDU01,1,A,TL
1CN00500,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 2 Thủ Đức,MJ010S,01CN000010,1CN00303,Band 4,,TDU01,0,A,BO
1CN00565,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 1 Thủ Đức,MJ011S,01CN000010,1CN00303,Band 4,,TDU01,0,A,BO
1CN00567,Chuyên viên chính Phát triển Khách hàng Doanh nghiệp Thủ Đức,MJ028S,01CN000010,1CN00303,Band 3,,TDU01,0,A,BO
1CN00535,Chuyên viên Phát triển Khách hàng Doanh nghiệp Thủ Đức,MJ008C,01CN000010,1CN00303,Band 2,,TDU01,0,A,BO
1CN00621,Giám đốc Quan hệ Khách hàng Doanh nghiệp Cấp 2 Thủ Đức,M00107,01CN000010,1CN00303,Band 4,,TDU01,0,A,RM
1CN00943,Giám đốc Quan hệ Khách hàng Doanh nghiệp Cấp 1 Thủ Đức,M00108,01CN000010,1CN00303,Band 4,,TDU01,0,A,RM
1CN00426,Chuyên viên chính Quan hệ Khách hàng Doanh nghiệp Thủ Đức,M00109,01CN000010,1CN00303,Band 3,,TDU01,0,A,RM
1CN01368,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Thủ Đức,M00110,01CN000010,1CN00303,Band 2,,TDU01,0,A,RM
1CN00781,Giám đốc Quan hệ Khách hàng Doanh nghiệp Upper Cấp 2 Thủ Đức,MJ029S,01CN000010,1CN00303,Band 4,,TDU01,0,A,RM
1CN01085,Giám đốc Quan hệ Khách hàng Doanh nghiệp Upper Cấp 1 Thủ Đức,MJ043S,01CN000010,1CN00303,Band 4,,TDU01,0,A,RM
1CN00848,Chuyên viên chính Quan hệ Khách hàng Doanh nghiệp Upper Thủ Đức,MJ044S,01CN000010,1CN00303,Band 3,,TDU01,0,A,RM
1CN00309,Chuyên viên chính Hỗ trợ Quan hệ Khách hàng Doanh nghiệp Thủ Đức,MK015S,01CN000010,1CN00303,Band 3,,TDU01,0,A,ARM
1CN00114,Chuyên viên hỗ trợ Quan hệ Khách hàng Doanh nghiệp Thủ Đức,MK061C,01CN000010,1CN00303,Band 2,,TDU01,0,A,ARM
1CN00699,Cộng tác viên Trung tâm Khách hàng Doanh nghiệp Thủ Đức,AA052C,01CN000010,1CN00303,K,,TDU01,0,A,BO
1CN00805,Cộng tác viên Trung tâm Khách hàng Doanh nghiệp Chợ Lớn,AA052C,01CN000002,1CN00434,K,,HCM48,0,A,BO
1CN00809,Chuyên gia Phát triển giải pháp Ngân hàng mở,M00390,01CN000057,1CN00754,Band 5,,HSC01,0,A,BO
1CN00408,Chuyên viên cao cấp Phát triển giải pháp Ngân hàng mở,M00391,01CN000057,1CN00754,Band 4,,HSC01,0,A,BO
1CN00590,Chuyên viên chính Phát triển giải pháp Ngân hàng mở,M00392,01CN000057,1CN00754,Band 3,,HSC01,0,A,BO
1CN01078,Chuyên viên Phát triển giải pháp Ngân hàng mở,M00393,01CN000057,1CN00754,Band 2,,HSC01,0,A,BO
1CN00330,Giám đốc Phòng Thẩm định Khách hàng Khu vực 2,M00394,01CN000077,1CN00328,Band 7,,HSC01,1,A,BO
1CN00885,Giám đốc Phân khúc,M00395,01CN000063,1CN00330,Band 6,,HSC01,1,A,BO
1CN00207,Chuyên gia Phân khúc,M00396,01CN000063,1CN00885,Band 5,,HSC01,0,A,BO
1CN01311,Chuyên viên cao cấp Phân khúc,M00397,01CN000063,1CN00885,Band 4,,HSC01,0,A,BO
1CN01048,Chuyên viên chính Phân khúc,M00398,01CN000063,1CN00885,Band 3,,HSC01,0,A,BO
1CN00897,Chuyên viên Phân khúc,M00399,01CN000063,1CN00885,Band 2,,HSC01,0,A,BO
1CN00602,Giám đốc Ban Quản lý Danh mục,MJ030M,01CN000068,1CN00321,Band 7,,HSC01,1,A,HH
1CN01000,Giám đốc Quản lý Quan hệ Khách hàng Doanh nghiệp lớn 1.1,MJ026M,01CN000068,1CN00602,Band 6,,HSC01,1,A,TL
1CN00015,Giám đốc Quan hệ Khách hàng Doanh nghiệp lớn 1.1 Cấp 3,MJ161E,01CN000068,1CN01000,Band 5,,HSC01,0,A,RM
1CN00551,Giám đốc Quan hệ Khách hàng Doanh nghiệp lớn 1.1 Cấp 2,MJ162E,01CN000068,1CN01000,Band 5,,HSC01,0,A,RM
1CN00237,Giám đốc Quan hệ Khách hàng Doanh nghiệp lớn 1.1 Cấp 1,MJ163S,01CN000068,1CN01000,Band 4,,HSC01,0,A,RM
1CN00652,Chuyên viên cao cấp Hỗ trợ Quan hệ Khách hàng Doanh nghiệp lớn 1.1,MK090S,01CN000068,1CN01000,Band 4,,HSC01,0,A,ARM
1CN00910,Chuyên viên chính Hỗ trợ Quan hệ Khách hàng Doanh nghiệp lớn 1.1,MK091S,01CN000068,1CN01000,Band 3,,HSC01,0,A,ARM
1CN00264,Chuyên viên Hỗ trợ Quan hệ Khách hàng Doanh nghiệp lớn 1.1,MK092C,01CN000068,1CN01000,Band 2,,HSC01,0,A,ARM
1CN01069,Chuyên gia Phòng Tăng trưởng Kinh doanh Miền Bắc,M00400,01CN000015,1CN01324,Band 5,,HSC01,0,A,BO
1CN00304,Chuyên gia cao cấp Phân khúc,M00467,01CN000063,1CN00885,Band 6,,HSC01,0,A,BO
1CN00362,Phó Giám đốc Trung tâm Khách hàng Doanh nghiệp Hồ Chí Minh,BA015M,01CN000037,1CN00528,Band 6,,HCM01,1,A,HH
1CN01233,Giám đốc Quan hệ Khách hàng Doanh nghiệp Cấp 3 Hồ Chí Minh,MJ155E,01CN000037,1CN00528,Band 5,,HCM01,0,A,RM
1CN00539,Giám đốc Quan hệ Khách hàng Doanh nghiệp Cấp 2 Hồ Chí Minh 1,M00107,01CN000037,1CN00362,Band 4,,HCM01,0,A,RM
1CN00377,Chuyên viên cao cấp Hỗ trợ Quan hệ Khách hàng Doanh nghiệp Hồ Chí Minh 1,MK014S,01CN000037,1CN00362,Band 4,,HCM01,0,A,ARM
